title,price,address,item_url,date,Вход,Общая площадь,Этаж,Высота потолков,Отделка,Отопление,Тип сделки,Готовность,Тип здания,Класс здания,Парковка,lat,lon,Отдельный вход,Удалённость от дороги,Мощность электросети,Арендаторы,Количество парковочных мест,Планировка
Торгово-офисное помещение 85.7 м² 1 этаж,30000000,"ул. Сибгата Хакима, 52Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovo-ofisnoe_pomeschenie_85.7_m_1_etazh_7267640888?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,31 марта 10:40,с улицы,86 м²,1,3.4 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.815534,49.13808,есть,первая линия,35 кВт,,,
"Готовый арендный бизнес, 597 м²",41000000,"пр-т Мусы Джалиля, 4-АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_597_m_7269399552?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,31 марта 10:12,с улицы,597 м²,1,3.5 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.668020999993836,52.276287965606684,есть,первая линия,"60 кВт, можно увеличить",,40,
"Коммерческое помещение 94 м² в ЖК ""Матюшино Парк""",16920000,"жилой комплекс Матюшино парк, 2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kommercheskoe_pomeschenie_94_m_v_zhk_matyushino_park_7267035706?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,31 марта 10:05,с улицы,94 м²,1,3.8 м,без отделки,центральное,продажа,строится,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.686294,49.198851,есть,первая линия,19 кВт,,50,
"Свободного назначения, 45 м²",7600000,"ул. Мусы Джалиля, 28Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_45_m_7274566402?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWE1kRk16aWdNNTFyWWdJIjt9mCPMLT8AAAA,28 марта 19:27,с улицы,45 м²,1,3 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",54.90284729,52.29156876,есть,первая линия,"15 кВт, можно увеличить",помещение сдано,,
Торговая площадь,18000000,"ул. Салиха Сайдашева, 18Бавлы",https://www.avito.ru/bavly/kommercheskaya_nedvizhimost/torgovaya_ploschad_7237812971?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,28 марта 16:50,с улицы,429 м²,1,5 м,офисная,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная",54.38951330892357,53.2582878324035,есть,первая линия,"220 кВт, можно увеличить",,5,
"Продажа габ производственный цех, склад 1000 кв.м",99000000,"ул. Рахимова, 8Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_gab_proizvodstvennyy_tseh_sklad_1000_kv.m_7239621779?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,27 марта 15:07,с улицы,1040 м²,1,8 м,чистовая,,продажа,,административное здание,,на улице,55.840932,49.020894,,,,,,
"Продажа - габ- Торговый комплекс, 396.2 м²",42000000,"ул. Челюскина, 55Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_-_gab-_torgovyy_kompleks_396.2_m_7264101770?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,27 марта 11:45,с улицы,396.2 м²,1,2.6 м,чистовая,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная",55.869041,49.080587,есть,первая линия,60 кВт,помещение сдано,,
"Здание, 1200.8 м²",168000000,"Широкая ул., 7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_1200.8_m_7244350923?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 20:49,с улицы,1200.8 м²,,,чистовая,центральное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.801526,49.069888,есть,,"35 кВт, можно увеличить",помещение сдано,,
"Свободного назначения, 63 м²",13500000,"ул. Юлиуса Фучика, 62АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_63_m_7291303492?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 20:48,со двора,63 м²,1,2.5 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.754061,49.233813,есть,вторая линия и дальше,,,20,
Здание,23000000,"Профильная ул., 1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/zdanie_7256312491?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 15:15,с улицы,141 м²,1,2.5 м,офисная,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.65605545,52.33607483,есть,,,,5,
"Торговая площадь, 27.5 м²",1200000,"Школьная ул., 23с. Смыловка",https://www.avito.ru/kamskie_polyany/kommercheskaya_nedvizhimost/torgovaya_ploschad_27.5_m_7241342335?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 13:10,с улицы,27.5 м²,1,2.5 м,чистовая,,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.485943,51.589869,есть,первая линия,,,,
"Габ с федеральной сеткой ""5""",99000000,"Советский район, посёлок Дербышки, ул. Правды, 6Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_s_federalnoy_setkoy_5_7234546518?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 13:07,с улицы,609.9 м²,1,4 м,чистовая,центральное,продажа,в эксплуатации,другой,,на улице,55.86693573,49.22654724,есть,первая линия,80 кВт,помещение сдано,,
"Свободного назначения, 787 м²",238500000,"ул. Алексея Козина, 8Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_787_m_7234176144?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,26 марта 12:32,с улицы,787 м²,1,4 м,без отделки,центральное,продажа,в эксплуатации,жилой дом,,на улице,55.81328929989631,49.14082711129244,есть,первая линия,117 кВт,,,
"Продам складское помещение, 1410 м²",140000000,с. Большие Яки,https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/prodam_skladskoe_pomeschenie_1410_m_7252014201?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,25 марта 15:27,с улицы,1410 м²,1,,без отделки,,продажа,,другой,,нет,56.022086,48.794573,,,,,,
Производственный комплекс 3200 м²,40000000,"Объездная ул., 14Заинск",https://www.avito.ru/zainsk/kommercheskaya_nedvizhimost/proizvodstvennyy_kompleks_3200_m_7260756130?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,25 марта 10:27,с улицы,3200 м²,1,6 м,чистовая,нет,продажа,в эксплуатации,другой,,"на улице, бесплатная",55.29988,52.016632,,,120 кВт,,,
Торговая площадь,65000000,"пр-т Ямашева, 50ГКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7253036544?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,24 марта 19:13,с улицы,160 м²,1,3 м,чистовая,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.82749242156227,49.12158844845865,есть,первая линия,"60 кВт, можно увеличить",помещение сдано,,
Продается складской комплекс 4500 кв.м,414000000,с. Новая Тура,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_skladskoy_kompleks_4500_kv.m_7256473584?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,24 марта 18:33,с улицы,4500 м²,1,,чистовая,,продажа,,другой,,на улице,55.868238,48.841312,,,,,,
Готовый. Новый склад-производство 1187 кв.м,79000000,"Нурлатская ул., 18Асадоводческое некоммерческое товарищество Городок",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy._novyy_sklad-proizvodstvo_1187_kv.m_7239210643?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,24 марта 13:08,с улицы,1187 м²,1,7 м,чистовая,,продажа,,другой,,на улице,55.824835,49.430248,,,,,,
"Под автосервис, склад, производство 1080 кв.м. Продажа",77000000,с. Кощаково,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pod_avtoservis_sklad_proizvodstvo_1080_kv.m._prodazha_7239892650?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,24 марта 09:07,с улицы,1080 м²,1,7 м,чистовая,,продажа,,другой,,на улице,55.798242,49.406721,,,,,,
Свободного назначения,5000000,"ул. Ленина, 15с. Азеево",https://www.avito.ru/novosheshminsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7243366227?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,23 марта 16:40,с улицы,302 м²,1,3 м,офисная,автономное,продажа,в эксплуатации,жилой дом,,"на улице, подходит для грузового транспорта",55.20056534,51.08472061,есть,первая линия,,,20,
"Торговая площадь, 135 кв.м",20350000,"69-й комплекс, 22Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_135_kv.m_7255962837?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,22 марта 16:20,с улицы,135 м²,1,3.7 м,без отделки,центральное,продажа,в эксплуатации,другой,,"на улице, бесплатная",55.756045821136375,52.47219690003587,есть,,"15 кВт, можно увеличить",,20,
Свободного назначения,17000000,"37-й комплекс, 28Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7238018835?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,21 марта 20:11,с улицы,135 м²,1,2.8 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.73226352193482,52.36590967307336,есть,первая линия,15 кВт,,30,
"Продажа помещения в ЖК ""Романтика"", 154 м²",18450000,"ул. Профессора Камая, 10к3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_pomescheniya_v_zhk_romantika_154_m_7245575699?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,21 марта 12:02,с улицы,154 м²,1,3 м,без отделки,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.748969,49.183085,есть,первая линия,20 кВт,,50,
"Торговая площадь, 419.1 м²",32000000,"ул. Айдарова, 18АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_419.1_m_7246250892?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,21 марта 08:37,с улицы,419.1 м²,1,4 м,чистовая,центральное,продажа,в эксплуатации,административное здание,,"на улице, бесплатная",55.870481,49.07986,есть,,"40 кВт, можно увеличить",помещение сдано,15,
Производственно-складское помещение 1080 кв.м,73000000,"Садовая ул., 5Вс. Кощаково",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/proizvodstvenno-skladskoe_pomeschenie_1080_kv.m_7239122218?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,21 марта 08:14,с улицы,1080 м²,1,6 м,чистовая,,продажа,,другой,,на улице,55.794431,49.407008,,,,,,
Помещение 84.4 м² с арендатором аптека,19800000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_84.4_m_s_arendatorom_apteka_7242311638?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,20 марта 21:01,с улицы,84.4 м²,1,2.8 м,офисная,центральное,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,есть,первая линия,10 кВт,помещение сдано,,
"Здание 761,7 кв.м",93000000,"2-я Даурская ул., 2АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_7617_kv.m_7232433281?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,20 марта 17:01,с улицы,761.7 м²,,3.5 м,чистовая,автономное,продажа,в эксплуатации,административное здание,,на улице,55.76257706,49.16471481,есть,,,,,
Имущественный комплекс в центре города с жд веткой,56211,"ул. Андрея Адо, 16Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/imuschestvennyy_kompleks_v_tsentre_goroda_s_zhd_vetkoy_7256589358?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4Qm8zR1RDUHoxalBKN2VyIjt9uus4yz8AAAA,20 марта 10:03,с улицы,14232 м²,1,,без отделки,,продажа,,другой,,на улице,55.715642,49.183112,,,,,,
