title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип аренды,Тип здания,Парковка,lat,lon,Отдельный вход,Высота потолков,Мощность электросети,Отопление,Минимальный срок аренды,Удалённость от дороги,Аренда части,Планировка,Класс здания,Количество парковочных мест,Арендные каникулы,Платежи включены
Офис 35 кв.м,26250,"ул. Родины, 7/4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_35_kv.m_7309656086?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIMFFZZ05vNXk2blJCdGc4Ijt9P_qucj8AAAA,7 апреля 15:11,,35 м²,1,чистовая,прямая,другой,на улице,55.77009583,49.19470978,,3 м,,,11 мес.,,,кабинетная,,,,
Склад 52 кв.м,28600,"ул. Родины, 7/4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_52_kv.m_7309412711?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIMFFZZ05vNXk2blJCdGc4Ijt9P_qucj8AAAA,7 апреля 12:54,с улицы,52 м²,1,чистовая,прямая,другой,,55.77009583,49.19470978,,6 м,,,11 мес.,,возможна,,,,,
Торговая площадь,500,"Советская ул., 4с. Базарные Матаки",https://www.avito.ru/bazarnye_mataki/kommercheskaya_nedvizhimost/torgovaya_ploschad_7275514405?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIMFFZZ05vNXk2blJCdGc4Ijt9P_qucj8AAAA,7 апреля 10:54,с улицы,50 м²,1,чистовая,прямая,другой,"на улице, бесплатная",54.90114594,49.9241333,есть,2.7 м,,,12 мес.,,,,,5,есть,
"Торговая площадь на трафике, 3.5 м2",8000,"ул. Мусина, 68АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_na_trafike_3.5_m2_7288036681?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIMFFZZ05vNXk2blJCdGc4Ijt9P_qucj8AAAA,7 апреля 10:03,с улицы,3.5 м²,1,чистовая,прямая,жилой дом,на улице,55.837166,49.121937,,4 м,8 кВт,,,,,,,,,
"Торговая площадь, 51 м²",100000,"Ленинградская ул., 45АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_51_m_7274551868?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIMFFZZ05vNXk2blJCdGc4Ijt9P_qucj8AAAA,7 апреля 09:52,с улицы,51 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.867617,49.087495,,3 м,"15 кВт, можно увеличить",центральное,12 мес.,первая линия,,,,5,,
"Торговая площадь, 51 м²",100000,"Ленинградская ул., 45АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_51_m_7274551868?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,7 апреля 09:52,с улицы,51 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.867617,49.087495,,3 м,"15 кВт, можно увеличить",центральное,12 мес.,первая линия,,,,5,,
"Торговая площадь, 11 м²",25000,"ул. Горьковское Шоссе, 15Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_11_m_7274144023?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,7 апреля 09:29,с улицы,11 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.825163,49.037594,есть,2.9 м,8 кВт,центральное,12 мес.,первая линия,,,,4,,
Свободного назначения,35000,"ул. Карла Маркса, 1Нурлат",https://www.avito.ru/nurlat/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7262576000?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,6 апреля 19:23,с улицы,55 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.43261719,50.80483246,есть,2.5 м,"220 кВт, можно увеличить",,11 мес.,,возможна,,,15,есть,
Торговое помещение (ост.Халитова Мегга Мебель),60000,"ул. Халитова, 2ГКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_ost.halitova_megga_mebel_7290098811?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,5 апреля 16:49,с улицы,12.5 м²,1,чистовая,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.81971443127975,49.18365498563787,есть,2.8 м,100 кВт,,6 мес.,,,,,20,есть,
"Свободного назначения, 24 м²",14000,"Московский пр-т, 130БНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_24_m_7287379986?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,4 апреля 18:36,с улицы,24 м²,1,чистовая,субаренда,жилой дом,"на улице, бесплатная",55.74536151088577,52.436110955344034,есть,3 м,220 кВт,,3 мес.,,,,,30,,коммунальные
"Свободного назначения, 131 м²",1250,"ул. Энгельса, 17Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_131_m_7265425199?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,4 апреля 13:38,с улицы,131 м²,1,офисная,прямая,административное здание,на улице,55.809196,49.073095,есть,4.2 м,"15 кВт, можно увеличить",,11 мес.,,,,,5,есть,
"Свободного назначения, 15 м²",1400,"ул. Академика Глушко, 22БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_15_m_7261578237?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,4 апреля 12:25,с улицы,15 м²,1,чистовая,субаренда,жилой дом,"на улице, бесплатная",55.787356,49.231558,,,,,1 мес.,,,,,,есть,"коммунальные, эксплуатационные"
Отдельный вход на первой линии,13000,"Горьковское ш., 15Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/otdelnyy_vhod_na_pervoy_linii_7267775898?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,4 апреля 11:34,с улицы,10 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",55.82516479,49.03759384,есть,3 м,,,11 мес.,,,,,,есть,
"Офис, 104 м²",51000,"пр-т Мусы Джалиля, 51Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/ofis_104_m_7263650250?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,4 апреля 09:47,,104 м²,1,офисная,прямая,административное здание,"на улице, бесплатная",55.696697,52.311055,,3.3 м,,,11 мес.,,,кабинетная,,,,
Сдаю торговый павильон 15 кв на Ямашева,40000,"пр-т Ямашева, 104к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdayu_torgovyy_pavilon_15_kv_na_yamasheva_7288156450?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,3 апреля 16:03,с улицы,15 м²,1,чистовая,прямая,другой,на улице,55.827611,49.155731,,2.5 м,7 кВт,,,,,,,,,
Помещение свободного назначения 148 кв.м,296000,"ул. Рихарда Зорге, 81Ак1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_148_kv.m_7271795784?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,3 апреля 15:05,с улицы,148 м²,1,офисная,прямая,другой,на улице,55.747743,49.21661,,4 м,,,,,,,,,,
Торговая площадь,35000,"Большая ул., 69ААрск",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7278886797?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,3 апреля 13:27,с улицы,36 м²,1,чистовая,прямая,другой,"на улице, бесплатная",56.09794617,49.88786697,есть,2.5 м,3 кВт,,3 мес.,,,,,,есть,
"Первая линия, Торговая площадь, 68 м²",1800,"ул. Рихарда Зорге, 119Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_torgovaya_ploschad_68_m_7264414955?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,3 апреля 13:13,с улицы,68 м²,1,чистовая,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.74224454106128,49.223318321426326,есть,3.5 м,15 кВт,центральное,6 мес.,первая линия,,,,,,
"Торговая площадь, 65 м²",65000,"ул. Кул Гали, 27Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_65_m_7270885306?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,3 апреля 09:56,с улицы,65 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",55.75100206030539,49.244869093254096,есть,3.5 м,10 кВт,,12 мес.,,,,,30,есть,
"Аренда на 1 линии, панорамное остекление, ремонт",120000,"Советский район, жилой массив Малые Клыки, Большая Красная ул., 7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_na_1_linii_panoramnoe_osteklenie_remont_7277315016?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,2 апреля 18:21,с улицы,105 м²,1,чистовая,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.7974205,49.21937561,есть,4.3 м,30 кВт,,11 мес.,,возможна,,,50,есть,
"Свободного назначения, 87.2 м²",100000,"Техническая ул., 17Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_87.2_m_7286802614?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,2 апреля 16:21,с улицы,87.2 м²,1,офисная,прямая,другой,"на улице, подходит для грузового транспорта",55.73429432147946,49.13361172023773,есть,3.2 м,,центральное,11 мес.,вторая линия и дальше,,,,,,
"Производство, 141 м²",800,"ул. Мазита Гафури, 62Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/proizvodstvo_141_m_7291496146?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,2 апреля 16:12,с улицы,141 м²,1,офисная,прямая,административное здание,"на улице, бесплатная",55.764055,49.106171,есть,3 м,,центральное,11 мес.,,,,,5,есть,"коммунальные, эксплуатационные"
"Склад, 50.7 м²",65000,"Техническая ул., 17БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_50.7_m_7286570209?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,2 апреля 16:01,с улицы,50.7 м²,1,,прямая,другой,"на улице, подходит для грузового транспорта",55.73389204383515,49.13085150578491,есть,3 м,,центральное,11 мес.,,,,,,,
"Торговая площадь, 1 м²",3000,"ул. Сибирский Тракт, 12БАрск",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_1_m_7267169981?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,2 апреля 14:48,с улицы,1 м²,1,чистовая,субаренда,торговый центр,на улице,56.104978,49.883906,,3 м,5 кВт,центральное,11 мес.,первая линия,,,,,,коммунальные
"Павильон на остановке, 20-40 м²",50000,"Ломжинская ул., 17/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pavilon_na_ostanovke_20-40_m_7271688571?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,2 апреля 11:48,с улицы,20 м²,1,офисная,прямая,другой,"на улице, бесплатная",55.76718,49.230705,есть,2.9 м,,,11 мес.,,,,,,есть,эксплуатационные
"Офис, 70 м² первый этаж",85000,"ул. Салиха Сайдашева, 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_70_m_pervyy_etazh_7290870119?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,1 апреля 17:35,,70 м²,1,офисная,прямая,административное здание,"на улице, бесплатная",55.77074051,49.11143494,,3 м,50 кВт,центральное,11 мес.,,,открытая,,50,есть,коммунальные
Коммерское помещение от собственника,465,"Грузинская ул., 2Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/kommerskoe_pomeschenie_ot_sobstvennika_7279517008?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,1 апреля 14:27,с улицы,98 м²,1,чистовая,прямая,другой,на улице,54.866642,52.2726593,,,,,,,,,,,есть,
Здание,296000,"ул. Рихарда Зорге, 81Ак1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_7289443937?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,1 апреля 13:53,,148 м²,,офисная,прямая,административное здание,"на улице, бесплатная, подходит для грузового транспорта",55.747804375678214,49.21631922165963,,3.8 м,,,12 мес.,,,,,6,есть,
"Аренда на первой линии, 88 м²",1000,"пр-т Нефтяников, 47Елабуга",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/arenda_na_pervoy_linii_88_m_7269233952?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,1 апреля 12:34,с улицы,88 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная",55.75505066,52.02611923,есть,2.7 м,"10 кВт, можно увеличить",,11 мес.,,,,,6,есть,
Площади в строящемся павильоне свободного назначен,2000,"Поперечно-Базарная ул., 32Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ploschadi_v_stroyaschemsya_pavilone_svobodnogo_naznachen_7280892275?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,1 апреля 12:13,с улицы,1 м²,1,чистовая,прямая,административное здание,"на улице, бесплатная",55.815342,49.074991,есть,4 м,220 кВт,автономное,,первая линия,возможна,,,,,
Первая линия 72 м²,700,"ул. Зур Урам, 1ККазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_72_m_7277308923?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWc2xZY1lPZXZjMFZSZTJIIjt9ARBXTj8AAAA,1 апреля 10:44,с улицы,72 м²,1,без отделки,субаренда,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.80221736713476,49.2023272854027,есть,4 м,"15 кВт, можно увеличить",,11 мес.,,,,,,есть,
