title,price,address,item_url,date,Вход,Отдельный вход,Общая площадь,Этаж,Высота потолков,Отделка,Мощность электросети,Отопление,Тип аренды,Минимальный срок аренды,Тип здания,Удалённость от дороги,Парковка,lat,lon,Арендные каникулы,Количество парковочных мест,Платежи включены,Аренда части,Планировка,Класс здания
Торговая площадь,130000,"ул. Татарстан, 10Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7330603911?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuazJYdUhMWEdodzJVQjZZIjt9HdiNeT8AAAA,3 дня назад,с улицы,есть,104 м²,1,3.4 м,офисная,30 кВт,,прямая,6 мес.,жилой дом,,на улице,55.84820853899151,48.50189983532873,есть,,коммунальные,,,
Свободного назначения,195000,"ул. Тулпар, 9/28Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7340383093?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuazJYdUhMWEdodzJVQjZZIjt9HdiNeT8AAAA,3 дня назад,с улицы,,72 м²,1,4.5 м,чистовая,20 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.78612403235208,49.19022587511752,есть,10,,,,
Свободного назначения,118000,"Бухарская ул., 32к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7349598293?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuazJYdUhMWEdodzJVQjZZIjt9HdiNeT8AAAA,3 дня назад,со двора,,59 м²,1,4.5 м,без отделки,10 кВт,,прямая,,жилой дом,,на улице,55.77327347,49.20656586,есть,,,,,
Торговая площадь,135000,"ул. Владимира Ленина, 39Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/torgovaya_ploschad_7365691396?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,134.9 м²,1,,чистовая,,,субаренда,,торговый центр,,на улице,54.53660965,52.80879211,есть,,,,,
Склад-контейнер,18500,"Ново-Аракчинская ул., 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad-konteyner_7345649202?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,30 м²,1,,,"5 кВт, можно увеличить",,прямая,1 мес.,другой,,на улице,55.81222153,48.93821335,есть,,,,,
"Помещение 68 м² под магазин, салон, студию",108800,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_68_m_pod_magazin_salon_studiyu_7370190591?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,68 м²,1,2.8 м,офисная,10 кВт,центральное,прямая,1 мес.,торговый центр,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,,,,,,
Свободного назначения,40000,"ул. Ирека Миннахметова, 3с. Высокая Гора",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7352898030?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,37 м²,1,3.9 м,чистовая,"15 кВт, можно увеличить",,прямая,40000 мес.,жилой дом,,"на улице, бесплатная",55.87391663,49.29508591,есть,,,,,
"Свободного назначения, 60 м²",90000,"ул. Четаева, 14Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_60_m_7326986294?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,60 м²,1,3 м,офисная,15 кВт,центральное,прямая,6 мес.,жилой дом,первая линия,"на улице, бесплатная",55.823328,49.14311,,10,,возможна,,
Переуступка места,300000,"пр-т Ямашева, 82Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pereustupka_mesta_7353754963?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,100 м²,1,3.5 м,чистовая,,,субаренда,6 мес.,жилой дом,,на улице,55.82776642,49.14674759,есть,,,,,
Свободного назначения,1400,"Казанская ул., 1/1Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7387340972?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,58 м²,1,3.2 м,чистовая,15 кВт,,прямая,6 мес.,другой,,на улице,55.847952396010285,48.52884562407965,есть,,,,,
"Склад, 20 м²",500,"ул. Туры, 22Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_20_m_7326888826?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,20 м²,1,3 м,без отделки,,,прямая,1 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.761315,49.246964,есть,,"коммунальные, эксплуатационные",возможна,,
Свободного назначения,44000,"ул. Лукина, 50АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7353839922?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,40 м²,1,,офисная,20 кВт,,прямая,,жилой дом,,на улице,55.86932755,49.09748459,есть,,,,,
Свободного назначения,40500,"ул. Родины, 33Ак7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7387059256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,15 м²,1,,чистовая,,,прямая,,торговый центр,,"на улице, бесплатная",55.7597235038993,49.193756435048215,есть,,,,,
"Свободного назначения, 32.5 м²",25000,"ул. Карла Маркса, 44Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_32.5_m_7330171321?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,32.5 м²,1,2.7 м,офисная,380 кВт,центральное,прямая,11 мес.,жилой дом,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.850434,48.511136,,7,,возможна,,
Свободного назначения,46000,"ул. Аметьевская Магистраль, 16к2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7346922751?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,23 м²,1,4 м,чистовая,,,прямая,6 мес.,жилой дом,,"на улице, бесплатная",55.76802444,49.17382431,есть,,,,,
"Свободного назначения, 28 м²",20000,"ул. Фатыха Амирхана, 20АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_28_m_7370344044?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,28 м²,1,,офисная,,,прямая,3 мес.,административное здание,,на улице,55.83803177,49.13640976,есть,,,,,
"Торговая площадь, 120 м²",2000,"ул. Сибгата Хакима, 62Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_120_m_7343390109?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,120 м²,1,4 м,без отделки,40 кВт,центральное,субаренда,18 мес.,другой,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.815079,49.143865,,1,,,,
Сдаётся помещение 147 кв. на Чулман,1700,"пр-т Чулман, 81Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sdaetsya_pomeschenie_147_kv._na_chulman_7346026608?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,147 м²,1,,чистовая,,,прямая,,жилой дом,,нет,55.744014,52.379426,,,,,,
"Первая линия, доступ 24/7, Зорге,70",2000,"ул. Рихарда Зорге, 70Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_dostup_247_zorge70_7346856124?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,117 м²,1,4 м,чистовая,,,прямая,11 мес.,другой,,на улице,55.74668884,49.21285629,есть,,,,,
Амирхана 1 линия трафиковое,176800,"ул. Фатыха Амирхана, 18/41Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/amirhana_1_liniya_trafikovoe_7352342939?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,104 м²,1,3.2 м,офисная,30 кВт,,прямая,,жилой дом,первая линия,на улице,55.836651,49.134693,,,,,,
Торговая площадь,1200,"пр-т Мира, 110Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7349255581?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,80 м²,1,4 м,чистовая,,,прямая,,торговый центр,,"на улице, бесплатная",55.63238907,51.78679657,есть,,,,,
"Свободного назначения, 145 м²",108750,"Беломорская ул., 270Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_145_m_7345298002?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,145 м²,1,4.9 м,чистовая,,центральное,прямая,,другой,первая линия,"на улице, бесплатная",55.867192,49.002865,,2,,,,
"ПСН / торговое помещение / общепит 18,9 кв.м",85000,"ул. Достоевского, 53/4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/psn_torgovoe_pomeschenie_obschepit_189_kv.m_7340574710?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,18.9 м²,1,3 м,чистовая,10 кВт,центральное,субаренда,11 мес.,жилой дом,первая линия,на улице,55.789097,49.151348,,,,,,
Склад,77000,"ул. Владимира Кулагина, 25Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_7340386819?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,со двора,есть,110 м²,1,3.4 м,,10 кВт,,прямая,11 мес.,другой,,"на улице, бесплатная",55.74037933,49.11117554,есть,5,,,,B
"Торговая площадь, 57 м²",114000,"ул. Галии Кайбицкой, 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_57_m_7343660978?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,57 м²,1,3 м,чистовая,15 кВт,центральное,прямая,11 мес.,жилой дом,первая линия,на улице,55.779838,49.231666,,,,,,
"Свободного назначения, 102 м²",700,"ул. Ленина, 1ААльметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_102_m_7343739675?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,102 м²,1,3 м,чистовая,,центральное,субаренда,11 мес.,торговый центр,первая линия,"на улице, бесплатная",54.902615,52.315268,,,"коммунальные, эксплуатационные",,,
"Первая линия, доступ 24/7, Декабристов,184",2000,"ул. Декабристов, 184Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_dostup_247_dekabristov184_7346961534?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,65 м²,1,3.5 м,чистовая,,,прямая,11 мес.,другой,,на улице,55.84112549,49.08293152,есть,,,,,
"Первая линия, доступ 24/7, Беломорская,69Ак1",1000,"Беломорская ул., 69Ак1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_dostup_247_belomorskaya69ak1_7346965996?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,100 м²,1,7 м,чистовая,50 кВт,,прямая,11 мес.,другой,,на улице,55.86565781,49.02928543,,,,,,
"Первая линия, доступ 24/7, Тансык,5",1500,"ул. Тансык, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_dostup_247_tansyk5_7346265889?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,83.1 м²,1,3.5 м,чистовая,,,прямая,11 мес.,другой,,на улице,55.86766052,48.88011932,есть,,,,,
"Отдельный вход, доступ 24/7, Фурманова,25",800,"ул. Фурманова, 25Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/otdelnyy_vhod_dostup_247_furmanova25_7346948145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,50 м²,1,3 м,чистовая,,,прямая,11 мес.,другой,,на улице,55.83560944,49.0867157,,,,,,
Аренда торговых помещений от 70 кв.м. в Пестрецах,140000,"Центральная ул., 40Ас. Старое Шигалеево",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_torgovyh_pomescheniy_ot_70_kv.m._v_pestretsah_7352970696?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,70 м²,1,,чистовая,,,прямая,,административное здание,,на улице,55.823838,49.503469,,,,,,
Торговые площади 53 м² и 200 м²,2500,"пр-т Чулман, 89/57Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovye_ploschadi_53_m_i_200_m_7352567891?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,53 м²,1,,без отделки,,,прямая,,торговый центр,первая линия,"на улице, бесплатная",55.74527,52.379713,,,эксплуатационные,,,
Свободного назначения,800,"2-я Тихорецкая ул., 10АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7332423545?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,100 м²,1,,чистовая,,,прямая,1 мес.,другой,,на улице,55.73132617100531,49.12188803122521,есть,,,,,
