title,price,address,item_url,date,Вход,Отдельный вход,Общая площадь,Этаж,Высота потолков,Отделка,Мощность электросети,Отопление,Тип аренды,Минимальный срок аренды,Тип здания,Удалённость от дороги,Парковка,lat,lon,Арендные каникулы,Количество парковочных мест,Платежи включены,Аренда части,Планировка,Класс здания,city,street,total_price,price_per_meter,is_per_meter_price
"Помещение 68 м² под магазин, салон, студию",108800,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_68_m_pod_magazin_salon_studiyu_7370190591?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,68.0,1.0,2.8 м,офисная,10 кВт,центральное,прямая,1 мес.,торговый центр,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,,,,,,,Казань,ул. Гарифа Ахунова,108800.0,1600.0,False
Свободного назначения,40000,"ул. Ирека Миннахметова, 3с. Высокая Гора",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7352898030?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,37.0,1.0,3.9 м,чистовая,"15 кВт, можно увеличить",,прямая,40000 мес.,жилой дом,,"на улице, бесплатная",55.87391663,49.29508591,есть,,,,,,Высокая Гора,"ул. Ирека Миннахметова, 3с.",40000.0,1081.081081081081,False
"Свободного назначения, 60 м²",90000,"ул. Четаева, 14Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_60_m_7326986294?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,60.0,1.0,3 м,офисная,15 кВт,центральное,прямая,6 мес.,жилой дом,первая линия,"на улице, бесплатная",55.823328,49.14311,,10.0,,возможна,,,Казань,ул. Четаева,90000.0,1500.0,False
Переуступка места,300000,"пр-т Ямашева, 82Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pereustupka_mesta_7353754963?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,3 дня назад,с улицы,есть,100.0,1.0,3.5 м,чистовая,,,субаренда,6 мес.,жилой дом,,на улице,55.82776642,49.14674759,есть,,,,,,Казань,пр-т Ямашева,300000.0,3000.0,False
"Склад, 20 м²",500,"ул. Туры, 22Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_20_m_7326888826?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,20.0,1.0,3 м,без отделки,,,прямая,1 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.761315,49.246964,есть,,"коммунальные, эксплуатационные",возможна,,,Казань,ул. Туры,10000.0,500.0,True
Свободного назначения,44000,"ул. Лукина, 50АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7353839922?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,40.0,1.0,,офисная,20 кВт,,прямая,,жилой дом,,на улице,55.86932755,49.09748459,есть,,,,,,Казань,ул. Лукина,44000.0,1100.0,False
Свободного назначения,40500,"ул. Родины, 33Ак7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7387059256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,15.0,1.0,,чистовая,,,прямая,,торговый центр,,"на улице, бесплатная",55.7597235038993,49.193756435048215,есть,,,,,,Казань,ул. Родины,40500.0,2700.0,False
"Свободного назначения, 32.5 м²",25000,"ул. Карла Маркса, 44Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_32.5_m_7330171321?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,32.5,1.0,2.7 м,офисная,380 кВт,центральное,прямая,11 мес.,жилой дом,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.850434,48.511136,,7.0,,возможна,,,Зеленодольск,ул. Карла Маркса,25000.0,769.2307692307693,False
Свободного назначения,46000,"ул. Аметьевская Магистраль, 16к2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7346922751?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,23.0,1.0,4 м,чистовая,,,прямая,6 мес.,жилой дом,,"на улице, бесплатная",55.76802444,49.17382431,есть,,,,,,Казань,ул. Аметьевская Магистраль,46000.0,2000.0,False
"Свободного назначения, 28 м²",20000,"ул. Фатыха Амирхана, 20АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_28_m_7370344044?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,28.0,1.0,,офисная,,,прямая,3 мес.,административное здание,,на улице,55.83803177,49.13640976,есть,,,,,,Казань,ул. Фатыха Амирхана,20000.0,714.2857142857143,False
Амирхана 1 линия трафиковое,176800,"ул. Фатыха Амирхана, 18/41Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/amirhana_1_liniya_trafikovoe_7352342939?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,104.0,1.0,3.2 м,офисная,30 кВт,,прямая,,жилой дом,первая линия,на улице,55.836651,49.134693,,,,,,,Казань,ул. Фатыха Амирхана,176800.0,1700.0,False
"Свободного назначения, 145 м²",108750,"Беломорская ул., 270Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_145_m_7345298002?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,145.0,1.0,4.9 м,чистовая,,центральное,прямая,,другой,первая линия,"на улице, бесплатная",55.867192,49.002865,,2.0,,,,,Казань,Беломорская ул.,108750.0,750.0,False
"ПСН / торговое помещение / общепит 18,9 кв.м",85000,"ул. Достоевского, 53/4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/psn_torgovoe_pomeschenie_obschepit_189_kv.m_7340574710?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,18.9,1.0,3 м,чистовая,10 кВт,центральное,субаренда,11 мес.,жилой дом,первая линия,на улице,55.789097,49.151348,,,,,,,Казань,ул. Достоевского,85000.0,4497.354497354498,False
Склад,77000,"ул. Владимира Кулагина, 25Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_7340386819?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,со двора,есть,110.0,1.0,3.4 м,,10 кВт,,прямая,11 мес.,другой,,"на улице, бесплатная",55.74037933,49.11117554,есть,5.0,,,,B,Казань,ул. Владимира Кулагина,77000.0,700.0,False
"Торговая площадь, 57 м²",114000,"ул. Галии Кайбицкой, 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_57_m_7343660978?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,57.0,1.0,3 м,чистовая,15 кВт,центральное,прямая,11 мес.,жилой дом,первая линия,на улице,55.779838,49.231666,,,,,,,Казань,ул. Галии Кайбицкой,114000.0,2000.0,False
"Свободного назначения, 102 м²",700,"ул. Ленина, 1ААльметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_102_m_7343739675?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,102.0,1.0,3 м,чистовая,,центральное,субаренда,11 мес.,торговый центр,первая линия,"на улице, бесплатная",54.902615,52.315268,,,"коммунальные, эксплуатационные",,,,Альметьевск,ул. Ленина,71400.0,700.0,True
"Отдельный вход, доступ 24/7, Фурманова,25",800,"ул. Фурманова, 25Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/otdelnyy_vhod_dostup_247_furmanova25_7346948145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,50.0,1.0,3 м,чистовая,,,прямая,11 мес.,другой,,на улице,55.83560944,49.0867157,,,,,,,Казань,ул. Фурманова,40000.0,800.0,True
Свободного назначения,800,"2-я Тихорецкая ул., 10АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7332423545?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,100.0,1.0,,чистовая,,,прямая,1 мес.,другой,,на улице,55.73132617100531,49.12188803122521,есть,,,,,,Казань,2-я Тихорецкая ул.,80000.0,800.0,True
Торговая площадь,75000,"Интернациональная ул., 13ДКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7345811169?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,30.0,1.0,2.5 м,чистовая,15 кВт,,прямая,6 мес.,торговый центр,,"на улице, бесплатная",55.80962915810474,49.26648530040103,есть,7.0,,,,,Казань,Интернациональная ул.,75000.0,2500.0,False
Свободного назначения,900,"Набережночелнинский пр-т, 17А/1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7339152227?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,114.0,1.0,3 м,чистовая,14 кВт,,прямая,11 мес.,административное здание,,"на улице, бесплатная",55.70314841448136,52.33227930188022,есть,,,,,,Набережные Челны,Набережночелнинский пр-т,102600.0,900.0,True
"Г. Казань, аренда торгового места 18 м²",36000,"ул. Декабристов, 129Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/g._kazan_arenda_torgovogo_mesta_18_m_7355495096?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,,18.0,1.0,,чистовая,,центральное,прямая,11 мес.,жилой дом,первая линия,"на улице, бесплатная",55.826761,49.083426,,,эксплуатационные,,,,Казань,ул. Декабристов,36000.0,2000.0,False
"Свободного назначения, 80м²",56000,"ул. Анвара Ягофарова, 30ББугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_80m_7345074994?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,80.0,1.0,3 м,чистовая,"15 кВт, можно увеличить",автономное,прямая,12 мес.,другой,первая линия,"на улице, бесплатная, подходит для грузового транспорта",54.52355,52.795768,есть,8.0,,,,,Бугульма,ул. Анвара Ягофарова,56000.0,700.0,False
Торговый павильон пос.Новониколаевский,50000,"Центральная ул., 26пос. Новониколаевский",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovyy_pavilon_pos.novonikolaevskiy_7303335709?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,с улицы,есть,28.0,1.0,,чистовая,,,прямая,,другой,,"на улице, бесплатная",55.895933,48.963178,есть,,,,,,Новониколаевский,"Центральная ул., 26пос.",50000.0,1785.7142857142858,False
Теплый склад 22кв.м с отдельным входом,12400,"пр-т Строителей, 6АНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/teplyy_sklad_22kv.m_s_otdelnym_vhodom_7331849100?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,со двора,есть,22.6,1.0,2.7 м,чистовая,5 кВт,,прямая,1 мес.,административное здание,,"на улице, бесплатная",55.62729645,51.81946182,есть,40.0,"коммунальные, эксплуатационные",,,,Нижнекамск,пр-т Строителей,12400.0,548.6725663716813,False
Теплые и холодные склады в центре от 85м²,600,"Портовая ул., 27Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/teplye_i_holodnye_sklady_v_tsentre_ot_85m_7353410351?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,7 дней назад,со двора,,85.0,1.0,,чистовая,,,прямая,,другой,,на улице,55.760256,49.081171,,,,,,,Казань,Портовая ул.,51000.0,600.0,True
Свободного назначения,50000,"Центральная ул., 1Бс. Кощаково",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7337736726?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,1 неделю назад,с улицы,есть,120.0,1.0,5 м,без отделки,380 кВт,,прямая,1 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.79845428,49.4084549,есть,,"коммунальные, эксплуатационные",,,,Кощаково,"Центральная ул., 1Бс.",50000.0,416.6666666666667,False
"Торговая площадь, 43.5 м²",40000,"Детский пр., 8Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_43.5_m_7329968919?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,1 неделю назад,с улицы,есть,43.5,1.0,4 м,чистовая,220 кВт,центральное,прямая,11 мес.,жилой дом,вторая линия и дальше,"на улице, бесплатная",55.678352,49.199794,,1.0,"коммунальные, эксплуатационные",,,,Казань,Детский пр.,40000.0,919.5402298850574,False
Торговая площадь,950,"пр-т Мира, 84ВНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7345184210?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUaEZCenRxRm5Tb09YUlY1Ijt9tGtraT8AAAA,1 неделю назад,с улицы,есть,30.0,1.0,3 м,чистовая,45 кВт,,прямая,,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.63998448481336,51.79253685896964,есть,,,возможна,,,Нижнекамск,пр-т Мира,28500.0,950.0,True
