title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест,city,street,total_price,price_per_meter,is_per_meter_price
"Свободного назначения, 105.6 м²",25310000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_105.6_m_7335344924?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,с улицы,105.6,1.0,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,2.9 м,"5 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,25.0,Казань,ул. Гарифа Ахунова,25310000.0,239678.0303030303,False
Торговая площадь,7300000,"Лесная ул., 75Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7332700097?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,с улицы,56.3,1.0,чистовая,продажа,,торговый центр,"на улице, бесплатная",55.66540909,51.8249588,,,,в эксплуатации,,есть,центральное,вторая линия и дальше,,Нижнекамск,Лесная ул.,7300000.0,129662.52220248668,False
Продаётся габ с окупаемостью 8 лет,150000000,"Московский пр-т, 91Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_gab_s_okupaemostyu_8_let_7353683702?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,со двора,3580.0,1.0,чистовая,продажа,,административное здание,на улице,55.727841,52.398605,,,,,,,,,,Набережные Челны,Московский пр-т,150000000.0,41899.44134078212,False
Готовый Арендный бизнес 1500 кв.м,157500000,6Зеленодольск,https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_1500_kv.m_7336250988?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,с улицы,1500.0,1.0,офисная,продажа,,другой,в здании,55.841963,48.539945,,150 кВт,,,A,есть,,,,Зеленодольск,,157500000.0,105000.0,False
"Склад, 1403 м²",25000000,"ул. Карла Маркса, 166ЦЧистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/sklad_1403_m_7332173203?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,с улицы,1403.0,1.0,чистовая,продажа,,другой,,55.348846,50.659359,5 м,,,в эксплуатации,,есть,центральное,,,Чистополь,ул. Карла Маркса,25000000.0,17818.95937277263,False
"Готовый арендный бизнес 17,2 м².габ",3784000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_172_m.gab_7373934345?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,17.2,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.858674823550494,48.90703476005053,3.9 м,,,в эксплуатации,,,центральное,первая линия,50.0,Казань,ул. Генерала Махмута Гареева,3784000.0,220000.0,False
"Габ, помещение с арендатором, 120 кв.м",30000000,"ул. Шамиля Усманова, 47Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorom_120_kv.m_7365212372?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,120.0,1.0,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",55.742144,52.387034,3.5 м,,,в эксплуатации,,есть,центральное,,,Набережные Челны,ул. Шамиля Усманова,30000000.0,250000.0,False
"Габ, помещение с арендатором, 1074 кв.м",95000000,"ул. Шамиля Усманова, 47Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorom_1074_kv.m_7365661371?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,1074.0,1.0,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",55.742144,52.387034,3.5 м,120 кВт,,в эксплуатации,,есть,центральное,первая линия,,Набережные Челны,ул. Шамиля Усманова,95000000.0,88454.37616387337,False
"Готовый бизнес, 605.2 м²",121000000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_biznes_605.2_m_7340970953?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,605.2,1.0,офисная,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,3 м,70 кВт,,в эксплуатации,,есть,,,,Казань,ул. Гарифа Ахунова,121000000.0,199933.90614672835,False
Торговая площадь,11900000,"пр-т Победы, 78Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7303528714?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,со двора,55.0,1.0,офисная,продажа,помещение сдано,жилой дом,на улице,55.7643630518923,49.22077007537301,3.5 м,"7 кВт, можно увеличить",,в эксплуатации,,,центральное,первая линия,,Казань,пр-т Победы,11900000.0,216363.63636363635,False
Свободного назначения,8900000,"ул. Карла Маркса, 92Чистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7354864846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,170.0,1.0,без отделки,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.36131542855102,50.64692160241836,4 м,"15 кВт, можно увеличить",,строится,,есть,нет,первая линия,20.0,Чистополь,ул. Карла Маркса,8900000.0,52352.94117647059,False
"Продажа габ, Дементьева,72Б",92000000,"ул. Дементьева, 72БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_gab_dementeva72b_7346196681?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,558.0,1.0,чистовая,продажа,,другой,на улице,55.86252975,49.10920715,,,,в эксплуатации,,,,первая линия,,Казань,ул. Дементьева,92000000.0,164874.55197132617,False
"Продам складское помещение, 500 м²",8500000,Альметьевск,https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/prodam_skladskoe_pomeschenie_500_m_7327948961?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,500.0,1.0,без отделки,продажа,,другой,нет,54.901171,52.29723,,,,,,,,,,Альметьевск,,8500000.0,17000.0,False
Помещение 578 м²с арендатором,123000000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_578_ms_arendatorom_7344357873?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,578.0,1.0,офисная,продажа,,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,2.8 м,70 кВт,,в эксплуатации,,есть,центральное,первая линия,,Казань,ул. Гарифа Ахунова,123000000.0,212802.76816608995,False
"Продается Габ с арендаторами 17,4",3783000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_gab_s_arendatorami_174_7330557164?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,17.4,1.0,чистовая,продажа,помещение сдано,бизнес-центр,"на улице, бесплатная",55.85860825,48.90709686,3 м,10 кВт,,в эксплуатации,,есть,центральное,первая линия,15.0,Казань,ул. Генерала Махмута Гареева,3783000.0,217413.7931034483,False
Продам помещение в ЖК Весна,19010000,"ул. Азата Аббасова, 19Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_pomeschenie_v_zhk_vesna_7353391477?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,75.79,1.0,без отделки,продажа,,жилой дом,на улице,55.788429,49.252768,,,,,,,,,,Казань,ул. Азата Аббасова,19010000.0,250824.64705106211,False
Торговая площадь,1285000,"Центральная ул., 9д. Сабакаево",https://www.avito.ru/rybnaya_sloboda/kommercheskaya_nedvizhimost/torgovaya_ploschad_7330135037?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,50.0,1.0,офисная,продажа,,административное здание,на улице,55.43794948585841,49.907056440228914,3 м,,,в эксплуатации,,,автономное,первая линия,,Сабакаево,"Центральная ул., 9д.",1285000.0,25700.0,False
"Свободного назначения, 17.2 м²",220000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_17.2_m_7354949933?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,17.2,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.858609,48.907096,4 м,15 кВт,,в эксплуатации,,есть,центральное,первая линия,,Казань,ул. Генерала Махмута Гареева,220000.0,12790.697674418605,False
Отличная локация для бизнеса,3600000,"Садовая ул., 7с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/otlichnaya_lokatsiya_dlya_biznesa_7316526668?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,со двора,20.0,1.0,офисная,продажа,,жилой дом,на улице,55.872743,48.878583,2.6 м,380 кВт,,в эксплуатации,,есть,центральное,первая линия,,Осиново,"Садовая ул., 7с.",3600000.0,180000.0,False
"Здание 2070,7 кв.м, земельный участок 5623 кв.м",126035000,"ул. Родины, 43Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_20707_kv.m_zemelnyy_uchastok_5623_kv.m_7355261980?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,2070.7,,офисная,продажа,помещение сдано,административное здание,"на улице, бесплатная",55.768815,49.211113,3 м,,,в эксплуатации,,есть,центральное,,15.0,Казань,ул. Родины,126035000.0,60865.890761578215,False
Продается коммерческое помещение,7600000,"ул. Газинура Гафиатуллина, 12Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/prodaetsya_kommercheskoe_pomeschenie_7304508969?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,80.6,1.0,офисная,продажа,,жилой дом,на улице,54.540414,52.78188,,16 кВт,,,,есть,,,,Бугульма,ул. Газинура Гафиатуллина,7600000.0,94292.80397022334,False
"Свободного назначения, 123,6 кв.м",10500000,"ул. Ленина, 2ААльметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1236_kv.m_7341107125?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,123.6,1.0,чистовая,продажа,,жилой дом,на улице,54.90432739,52.31695557,,,,в эксплуатации,,есть,центральное,первая линия,,Альметьевск,ул. Ленина,10500000.0,84951.45631067961,False
Торговая площадь,8000000,"Большая ул., 7Арск",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7354995158?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,110.0,1.0,чистовая,продажа,,торговый центр,на улице,56.09207783913571,49.88130953533033,2.5 м,10 кВт,,строится,,,,первая линия,,Арск,Большая ул.,8000000.0,72727.27272727272,False
Помещение 146 м²с арендаторами,17000000,"ул. Профессора Камая, 10к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_146_ms_arendatorami_7344579685?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,146.0,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.748772,49.182124,2.8 м,16 кВт,,в эксплуатации,,есть,центральное,первая линия,,Казань,ул. Профессора Камая,17000000.0,116438.35616438356,False
"Свободного назначения, 159.6 м²",18000000,"ул. Побежимова, 46БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_159.6_m_7342958481?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,159.6,1.0,без отделки,продажа,,административное здание,"на улице, бесплатная",55.861459,49.074452,5 м,"40 кВт, можно увеличить",,в эксплуатации,,есть,центральное,,10.0,Казань,ул. Побежимова,18000000.0,112781.95488721805,False
"Свободного назначения, 134.4 м²",12000000,"ул. Химиков, 35АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_134.4_m_7342170028?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,134.4,1.0,без отделки,продажа,,административное здание,"на улице, бесплатная",55.87038,49.017633,5 м,"40 кВт, можно увеличить",,в эксплуатации,,есть,центральное,,10.0,Казань,ул. Химиков,12000000.0,89285.71428571428,False
