title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест
Продаётся габ с окупаемостью 8 лет,150000000,"Московский пр-т, 91Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_gab_s_okupaemostyu_8_let_7353683702?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,со двора,3580 м²,1.0,чистовая,продажа,,административное здание,на улице,55.727841,52.398605,,,,,,,,,
Готовый Арендный бизнес 1500 кв.м,157500000,6Зеленодольск,https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_1500_kv.m_7336250988?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,с улицы,1500 м²,1.0,офисная,продажа,,другой,в здании,55.841963,48.539945,,150 кВт,,,A,есть,,,
"Габ, продажа помещения с арендаторами, Исаева,18",200000,"Московский район, ул. Исаева, 18Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_prodazha_pomescheniya_s_arendatorami_isaeva18_7346792864?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,с улицы,209.1 м²,1.0,чистовая,продажа,,другой,на улице,55.83631134,49.06713867,3.5 м,,,в эксплуатации,,,,первая линия,
"Склад, 1403 м²",25000000,"ул. Карла Маркса, 166ЦЧистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/sklad_1403_m_7332173203?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRdENIYjgweVh5RDAyamlrIjt9Wg2foT8AAAA,1 неделю назад,с улицы,1403 м²,1.0,чистовая,продажа,,другой,,55.348846,50.659359,5 м,,,в эксплуатации,,есть,центральное,,
"Готовый арендный бизнес 17,2 м².габ",3784000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_172_m.gab_7373934345?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,17.2 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.858674823550494,48.90703476005053,3.9 м,,,в эксплуатации,,,центральное,первая линия,50.0
"Габ, помещение с арендатором, 120 кв.м",30000000,"ул. Шамиля Усманова, 47Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorom_120_kv.m_7365212372?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,120 м²,1.0,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",55.742144,52.387034,3.5 м,,,в эксплуатации,,есть,центральное,,
"Габ, помещение с арендатором, 1074 кв.м",95000000,"ул. Шамиля Усманова, 47Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gab_pomeschenie_s_arendatorom_1074_kv.m_7365661371?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,1074 м²,1.0,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",55.742144,52.387034,3.5 м,120 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Готовый бизнес, 605.2 м²",121000000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_biznes_605.2_m_7340970953?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,605.2 м²,1.0,офисная,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,3 м,70 кВт,,в эксплуатации,,есть,,,
Продается готовый арендный бизнес - производственная база с земельным участком,65000000,"Казанский пр-т, 248Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_gotovyy_arendnyy_biznes_-_proizvodstvennaya_baza_s_zemelnym_uchastkom_7353022287?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,10000 м²,1.0,чистовая,продажа,,другой,на улице,55.697559,52.373623,,,,,,,,,
Продается готовый арендный бизнес 1 328 м²,75000,"ул. Шамиля Усманова, 122Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_gotovyy_arendnyy_biznes_1_328_m_7353385856?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,со двора,1328 м²,1.0,чистовая,продажа,,административное здание,на улице,55.766081,52.426551,,,,,,,,,
Под разбор под застройку продажа здании металлокон,2450000,"ул. Бахетле, 1с. Сухарево",https://www.avito.ru/kamskie_polyany/kommercheskaya_nedvizhimost/pod_razbor_pod_zastroyku_prodazha_zdanii_metallokon_7331448124?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,468 м²,1.0,без отделки,продажа,,административное здание,нет,55.44004839237453,51.63850374593122,3 м,,,в эксплуатации,,,нет,первая линия,
Торговая площадь,11900000,"пр-т Победы, 78Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7303528714?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,со двора,55 м²,1.0,офисная,продажа,помещение сдано,жилой дом,на улице,55.7643630518923,49.22077007537301,3.5 м,"7 кВт, можно увеличить",,в эксплуатации,,,центральное,первая линия,
Свободного назначения,8900000,"ул. Карла Маркса, 92Чистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7354864846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,170 м²,1.0,без отделки,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.36131542855102,50.64692160241836,4 м,"15 кВт, можно увеличить",,строится,,есть,нет,первая линия,20.0
Свободного назначения,350000,"Кировский район, жилой комплекс Адмиралтейская Слобода, Большая ул., 62Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7336347448?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,646 м²,1.0,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.79669189,49.06022263,4 м,15 кВт,,строится,,есть,центральное,первая линия,
"Продажа габ, Дементьева,72Б",92000000,"ул. Дементьева, 72БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_gab_dementeva72b_7346196681?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,558 м²,1.0,чистовая,продажа,,другой,на улице,55.86252975,49.10920715,,,,в эксплуатации,,,,первая линия,
Свободного назначения,172000,"Вторая Ударная ул., 4с. Высокая Гора",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7354166534?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,52 м²,1.0,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.87204742,49.30394363,2.8 м,10 кВт,,в эксплуатации,,,центральное,первая линия,15.0
"Продам складское помещение, 500 м²",8500000,Альметьевск,https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/prodam_skladskoe_pomeschenie_500_m_7327948961?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,500 м²,1.0,без отделки,продажа,,другой,нет,54.901171,52.29723,,,,,,,,,
Помещение 578 м²с арендатором,123000000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_578_ms_arendatorom_7344357873?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,578 м²,1.0,офисная,продажа,,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,2.8 м,70 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Продается Габ с арендаторами 17,4",3783000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_gab_s_arendatorami_174_7330557164?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,17.4 м²,1.0,чистовая,продажа,помещение сдано,бизнес-центр,"на улице, бесплатная",55.85860825,48.90709686,3 м,10 кВт,,в эксплуатации,,есть,центральное,первая линия,15.0
Продам помещение в ЖК Весна,10200000,"ул. Азата Аббасова, 19Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_pomeschenie_v_zhk_vesna_7353169808?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,34.43 м²,1.0,без отделки,продажа,,жилой дом,на улице,55.788429,49.252768,,,,,,,,,
Продам помещение в ЖК Весна,19010000,"ул. Азата Аббасова, 19Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_pomeschenie_v_zhk_vesna_7353391477?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,75.79 м²,1.0,без отделки,продажа,,жилой дом,на улице,55.788429,49.252768,,,,,,,,,
Торговая площадь,1285000,"Центральная ул., 9д. Сабакаево",https://www.avito.ru/rybnaya_sloboda/kommercheskaya_nedvizhimost/torgovaya_ploschad_7330135037?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,50 м²,1.0,офисная,продажа,,административное здание,на улице,55.43794948585841,49.907056440228914,3 м,,,в эксплуатации,,,автономное,первая линия,
"Свободного назначения, 17.2 м²",220000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_17.2_m_7354949933?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,17.2 м²,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.858609,48.907096,4 м,15 кВт,,в эксплуатации,,есть,центральное,первая линия,
Отличная локация для бизнеса,3600000,"Садовая ул., 7с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/otlichnaya_lokatsiya_dlya_biznesa_7316526668?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,со двора,20 м²,1.0,офисная,продажа,,жилой дом,на улице,55.872743,48.878583,2.6 м,380 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Здание 2070,7 кв.м, земельный участок 5623 кв.м",126035000,"ул. Родины, 43Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_20707_kv.m_zemelnyy_uchastok_5623_kv.m_7355261980?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,2070.7 м²,,офисная,продажа,помещение сдано,административное здание,"на улице, бесплатная",55.768815,49.211113,3 м,,,в эксплуатации,,есть,центральное,,15.0
Продается коммерческое помещение,7600000,"ул. Газинура Гафиатуллина, 12Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/prodaetsya_kommercheskoe_pomeschenie_7304508969?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,80.6 м²,1.0,офисная,продажа,,жилой дом,на улице,54.540414,52.78188,,16 кВт,,,,есть,,,
"Свободного назначения, 123,6 кв.м",10500000,"ул. Ленина, 2ААльметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1236_kv.m_7341107125?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,123.6 м²,1.0,чистовая,продажа,,жилой дом,на улице,54.90432739,52.31695557,,,,в эксплуатации,,есть,центральное,первая линия,
Торговая площадь,8000000,"Большая ул., 7Арск",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7354995158?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,110 м²,1.0,чистовая,продажа,,торговый центр,на улице,56.09207783913571,49.88130953533033,2.5 м,10 кВт,,строится,,,,первая линия,
Помещение 146 м²с арендаторами,17000000,"ул. Профессора Камая, 10к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_146_ms_arendatorami_7344579685?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,146 м²,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.748772,49.182124,2.8 м,16 кВт,,в эксплуатации,,есть,центральное,первая линия,
"Свободного назначения, 159.6 м²",18000000,"ул. Побежимова, 46БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_159.6_m_7342958481?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,159.6 м²,1.0,без отделки,продажа,,административное здание,"на улице, бесплатная",55.861459,49.074452,5 м,"40 кВт, можно увеличить",,в эксплуатации,,есть,центральное,,10.0
